"country","indicator","year","total_value"
"Romania","CO2 emissions intensities",1996,"46183.89"
"Romania","CO2 emissions intensities",1997,"46866.32"
"Romania","CO2 emissions intensities",1998,"41238.22"
"Romania","CO2 emissions intensities",1999,"41471.18"
"Romania","CO2 emissions intensities",2000,"42349.28"
"Romania","CO2 emissions intensities",2001,"42840.35"
"Romania","CO2 emissions intensities",2002,"36273.66"
"Romania","CO2 emissions intensities",2003,"29886.17"
"Romania","CO2 emissions intensities",2004,"21284.31"
"Romania","CO2 emissions intensities",2005,"16539.53"
"Romania","CO2 emissions intensities",2006,"13636.88"
"Romania","CO2 emissions intensities",2007,"10681.66"
"Romania","CO2 emissions intensities",2008,"9025.00"
"Romania","CO2 emissions intensities",2009,"8746.65"
"Romania","CO2 emissions intensities",2010,"8737.64"
"Romania","CO2 emissions intensities",2011,"7191.58"
"Romania","CO2 emissions intensities",2012,"7514.81"
"Romania","CO2 emissions intensities",2013,"6876.47"
"Romania","CO2 emissions intensities",2014,"7092.38"
"Romania","CO2 emissions intensities",2015,"8066.88"
"Romania","CO2 emissions intensities",2016,"8313.72"
"Romania","CO2 emissions intensities",2017,"7664.90"
"Romania","CO2 emissions intensities",2018,"6742.44"
"Romania","CO2 emissions multipliers",1995,"132055.87"
"Romania","CO2 emissions multipliers",1996,"137293.98"
"Romania","CO2 emissions multipliers",1997,"130476.66"
"Romania","CO2 emissions multipliers",1998,"102430.83"
"Romania","CO2 emissions multipliers",1999,"101635.65"
"Romania","CO2 emissions multipliers",2000,"107675.96"
"Romania","CO2 emissions multipliers",2001,"107575.66"
"Romania","CO2 emissions multipliers",2002,"92742.57"
"Romania","CO2 emissions multipliers",2003,"77460.28"
"Romania","CO2 emissions multipliers",2004,"53754.05"
"Romania","CO2 emissions multipliers",2005,"39945.49"
"Romania","CO2 emissions multipliers",2006,"32594.89"
"Romania","CO2 emissions multipliers",2007,"23501.59"
"Romania","CO2 emissions multipliers",2008,"19433.33"
"Romania","CO2 emissions multipliers",2009,"19439.08"
"Romania","CO2 emissions multipliers",2010,"19633.49"
"Romania","CO2 emissions multipliers",2011,"17845.03"
"Romania","CO2 emissions multipliers",2012,"17836.00"
"Romania","CO2 emissions multipliers",2013,"14837.27"
"Romania","CO2 emissions multipliers",2014,"14591.02"
"Romania","CO2 emissions multipliers",2015,"16517.62"
"Romania","CO2 emissions multipliers",2016,"15994.93"
"Romania","CO2 emissions multipliers",2017,"14079.34"
"Romania","CO2 emissions multipliers",2018,"12200.11"
"Russian","CO2 emissions",1995,"1401.49"
"Russian","CO2 emissions",1996,"1380.62"
"Russian","CO2 emissions",1997,"1275.66"
"Russian","CO2 emissions",1998,"1267.83"
"Russian","CO2 emissions",1999,"1287.93"
"Russian","CO2 emissions",2000,"1318.66"
"Russian","CO2 emissions",2001,"1315.78"
"Russian","CO2 emissions",2002,"1322.77"
"Russian","CO2 emissions",2003,"1346.76"
"Russian","CO2 emissions",2004,"1345.33"
"Russian","CO2 emissions",2005,"1353.32"
"Russian","CO2 emissions",2006,"1402.36"
"Russian","CO2 emissions",2007,"1399.42"
"Russian","CO2 emissions",2008,"1409.47"
"Russian","CO2 emissions",2009,"1300.79"
"Russian","CO2 emissions",2010,"1391.23"
"Russian","CO2 emissions",2011,"1463.04"
"Russian","CO2 emissions",2012,"1477.65"
"Russian","CO2 emissions",2013,"1429.35"
"Russian","CO2 emissions",2014,"1397.86"
"Russian","CO2 emissions",2015,"1373.20"
"Russian","CO2 emissions",2016,"1334.45"
"Russian","CO2 emissions",2017,"1346.88"
"Russian","CO2 emissions",2018,"1372.39"
"Russian","CO2 emissions intensities",1995,"69030.67"
"Russian","CO2 emissions intensities",1996,"56701.25"
"Russian","CO2 emissions intensities",1997,"53115.18"
"Russian","CO2 emissions intensities",1998,"76032.00"
"Russian","CO2 emissions intensities",1999,"106216.22"
"Russian","CO2 emissions intensities",2000,"86016.10"
"Russian","CO2 emissions intensities",2001,"73786.43"
"Russian","CO2 emissions intensities",2002,"65259.07"
"Russian","CO2 emissions intensities",2003,"53265.52"
"Russian","CO2 emissions intensities",2004,"39386.59"
"Russian","CO2 emissions intensities",2005,"32474.66"
"Russian","CO2 emissions intensities",2006,"26704.87"
"Russian","CO2 emissions intensities",2007,"20974.23"
"Russian","CO2 emissions intensities",2008,"17042.45"
"Russian","CO2 emissions intensities",2009,"21171.21"
"Russian","CO2 emissions intensities",2010,"17937.52"
"Russian","CO2 emissions intensities",2011,"16460.11"
"Russian","CO2 emissions intensities",2012,"15483.75"
"Russian","CO2 emissions intensities",2013,"14837.01"
"Russian","CO2 emissions intensities",2014,"17303.53"
"Russian","CO2 emissions intensities",2015,"23127.75"
"Russian","CO2 emissions intensities",2016,"23120.45"
"Russian","CO2 emissions intensities",2017,"19266.56"
"Russian","CO2 emissions intensities",2018,"18372.65"
"Russian","CO2 emissions multipliers",1995,"207941.78"
"Russian","CO2 emissions multipliers",1996,"175174.24"
"Russian","CO2 emissions multipliers",1997,"157224.32"
"Russian","CO2 emissions multipliers",1998,"226547.93"
"Russian","CO2 emissions multipliers",1999,"292042.98"
"Russian","CO2 emissions multipliers",2000,"229352.06"
"Russian","CO2 emissions multipliers",2001,"202434.37"
"Russian","CO2 emissions multipliers",2002,"181541.78"
"Russian","CO2 emissions multipliers",2003,"148318.04"
"Russian","CO2 emissions multipliers",2004,"108933.40"
"Russian","CO2 emissions multipliers",2005,"85928.59"
"Russian","CO2 emissions multipliers",2006,"69501.80"
"Russian","CO2 emissions multipliers",2007,"53362.07"
"Russian","CO2 emissions multipliers",2008,"42154.11"
"Russian","CO2 emissions multipliers",2009,"53696.63"
"Russian","CO2 emissions multipliers",2010,"45576.67"
"Russian","CO2 emissions multipliers",2011,"38417.91"
"Russian","CO2 emissions multipliers",2012,"36331.49"
"Russian","CO2 emissions multipliers",2013,"34978.06"
"Russian","CO2 emissions multipliers",2014,"38185.50"
"Russian","CO2 emissions multipliers",2015,"53565.73"
"Russian","CO2 emissions multipliers",2016,"56789.54"
"Russian","CO2 emissions multipliers",2017,"45947.67"
"Russian","CO2 emissions multipliers",2018,"44269.44"
"SA","CO2 emissions",1995,"240.27"
"SA","CO2 emissions",1996,"251.64"
"SA","CO2 emissions",1997,"265.23"
"SA","CO2 emissions",1998,"275.15"
"SA","CO2 emissions",1999,"259.25"
"SA","CO2 emissions",2000,"266.30"
"SA","CO2 emissions",2001,"299.86"
"SA","CO2 emissions",2002,"308.22"
"SA","CO2 emissions",2003,"327.90"
"SA","CO2 emissions",2004,"351.55"
"SA","CO2 emissions",2005,"346.74"
"SA","CO2 emissions",2006,"346.71"
"SA","CO2 emissions",2007,"358.71"
"SA","CO2 emissions",2008,"387.76"
"SA","CO2 emissions",2009,"366.03"
"SA","CO2 emissions",2010,"398.80"
"SA","CO2 emissions",2011,"382.47"
"SA","CO2 emissions",2012,"392.93"
"SA","CO2 emissions",2013,"401.93"
"SA","CO2 emissions",2014,"413.76"
"SA","CO2 emissions",2015,"391.55"
"SA","CO2 emissions",2016,"394.47"
"SA","CO2 emissions",2017,"394.33"
"SA","CO2 emissions",2018,"391.99"
"SA","CO2 emissions intensities",1995,"68923.84"
"SA","CO2 emissions intensities",1996,"74991.75"
"SA","CO2 emissions intensities",1997,"72438.60"
"SA","CO2 emissions intensities",1998,"84110.00"
"SA","CO2 emissions intensities",1999,"81926.00"
"SA","CO2 emissions intensities",2000,"76111.31"
"SA","CO2 emissions intensities",2001,"90209.11"
"SA","CO2 emissions intensities",2002,"93744.05"
"SA","CO2 emissions intensities",2003,"68072.55"
"SA","CO2 emissions intensities",2004,"55615.78"
"SA","CO2 emissions intensities",2005,"51282.38"
"SA","CO2 emissions intensities",2006,"48077.14"
"SA","CO2 emissions intensities",2007,"44212.26"
"SA","CO2 emissions intensities",2008,"48881.57"
"SA","CO2 emissions intensities",2009,"45860.26"
"SA","CO2 emissions intensities",2010,"36869.10"
"SA","CO2 emissions intensities",2011,"30993.39"
"SA","CO2 emissions intensities",2012,"32086.62"
"SA","CO2 emissions intensities",2013,"34084.53"
"SA","CO2 emissions intensities",2014,"35897.25"
"SA","CO2 emissions intensities",2015,"36652.58"
"SA","CO2 emissions intensities",2016,"39307.51"
"SA","CO2 emissions intensities",2017,"32779.79"
"SA","CO2 emissions intensities",2018,"32877.25"
"SA","CO2 emissions multipliers",1995,"119927.90"
"SA","CO2 emissions multipliers",1996,"130781.09"
"SA","CO2 emissions multipliers",1997,"129847.07"
"SA","CO2 emissions multipliers",1998,"151679.22"
"SA","CO2 emissions multipliers",1999,"148175.15"
"SA","CO2 emissions multipliers",2000,"144912.06"
"SA","CO2 emissions multipliers",2001,"166610.63"
"SA","CO2 emissions multipliers",2002,"177457.87"
"SA","CO2 emissions multipliers",2003,"131906.06"
"SA","CO2 emissions multipliers",2004,"107125.91"
"SA","CO2 emissions multipliers",2005,"95385.50"
"SA","CO2 emissions multipliers",2006,"87667.76"
"SA","CO2 emissions multipliers",2007,"80075.00"
"SA","CO2 emissions multipliers",2008,"87730.54"
"SA","CO2 emissions multipliers",2009,"87382.09"
"SA","CO2 emissions multipliers",2010,"63006.68"
"SA","CO2 emissions multipliers",2011,"54493.56"
"SA","CO2 emissions multipliers",2012,"57675.77"
"SA","CO2 emissions multipliers",2013,"62006.94"
"SA","CO2 emissions multipliers",2014,"65105.25"
"SA","CO2 emissions multipliers",2015,"68629.58"
"SA","CO2 emissions multipliers",2016,"73541.19"
"SA","CO2 emissions multipliers",2017,"62264.52"
"SA","CO2 emissions multipliers",2018,"62923.62"
"Saudi Arabia","CO2 emissions",1995,"161.73"
"Saudi Arabia","CO2 emissions",1996,"172.69"
"Saudi Arabia","CO2 emissions",1997,"175.93"
"Saudi Arabia","CO2 emissions",1998,"187.73"
"Saudi Arabia","CO2 emissions",1999,"196.63"
"Saudi Arabia","CO2 emissions",2000,"207.40"
"Saudi Arabia","CO2 emissions",2001,"208.93"
"Saudi Arabia","CO2 emissions",2002,"223.62"
"Saudi Arabia","CO2 emissions",2003,"235.90"
"Saudi Arabia","CO2 emissions",2004,"226.16"
"Saudi Arabia","CO2 emissions",2005,"243.67"
"Saudi Arabia","CO2 emissions",2006,"258.40"
"Saudi Arabia","CO2 emissions",2007,"273.42"
"Saudi Arabia","CO2 emissions",2008,"319.14"
"Saudi Arabia","CO2 emissions",2009,"333.42"
"Saudi Arabia","CO2 emissions",2010,"382.28"
"Saudi Arabia","CO2 emissions",2011,"408.65"
"Saudi Arabia","CO2 emissions",2012,"439.26"
"Saudi Arabia","CO2 emissions",2013,"435.22"
"Saudi Arabia","CO2 emissions",2014,"488.53"
"Saudi Arabia","CO2 emissions",2015,"501.06"
"Saudi Arabia","CO2 emissions",2016,"493.56"
"Saudi Arabia","CO2 emissions",2017,"487.85"
"Saudi Arabia","CO2 emissions",2018,"467.51"
"Saudi Arabia","CO2 emissions intensities",1995,"81211.29"
"Saudi Arabia","CO2 emissions intensities",1996,"80250.24"
"Saudi Arabia","CO2 emissions intensities",1997,"74833.44"
"Saudi Arabia","CO2 emissions intensities",1998,"88382.96"
"Saudi Arabia","CO2 emissions intensities",1999,"86613.75"
"Saudi Arabia","CO2 emissions intensities",2000,"79598.47"
"Saudi Arabia","CO2 emissions intensities",2001,"80219.23"
"Saudi Arabia","CO2 emissions intensities",2002,"83063.78"
"Saudi Arabia","CO2 emissions intensities",2003,"76181.35"
"Saudi Arabia","CO2 emissions intensities",2004,"60043.99"
"Saudi Arabia","CO2 emissions intensities",2005,"57856.41"
"Saudi Arabia","CO2 emissions intensities",2006,"57377.76"
"Saudi Arabia","CO2 emissions intensities",2007,"57027.92"
"Saudi Arabia","CO2 emissions intensities",2008,"54782.07"
"Saudi Arabia","CO2 emissions intensities",2009,"59306.47"
"Saudi Arabia","CO2 emissions intensities",2010,"55607.53"
"Saudi Arabia","CO2 emissions intensities",2011,"49281.32"
"Saudi Arabia","CO2 emissions intensities",2012,"45729.11"
"Saudi Arabia","CO2 emissions intensities",2013,"39434.31"
"Saudi Arabia","CO2 emissions intensities",2014,"44123.62"
"Saudi Arabia","CO2 emissions intensities",2015,"46077.29"
"Saudi Arabia","CO2 emissions intensities",2016,"42650.59"
"Saudi Arabia","CO2 emissions intensities",2017,"39497.06"
"Saudi Arabia","CO2 emissions intensities",2018,"34370.54"
"Saudi Arabia","CO2 emissions multipliers",1995,"115268.15"
"Saudi Arabia","CO2 emissions multipliers",1996,"113317.75"
"Saudi Arabia","CO2 emissions multipliers",1997,"107148.33"
"Saudi Arabia","CO2 emissions multipliers",1998,"125127.75"
"Saudi Arabia","CO2 emissions multipliers",1999,"125202.22"
"Saudi Arabia","CO2 emissions multipliers",2000,"113391.76"
"Saudi Arabia","CO2 emissions multipliers",2001,"114469.38"
"Saudi Arabia","CO2 emissions multipliers",2002,"121128.20"
"Saudi Arabia","CO2 emissions multipliers",2003,"113689.60"
"Saudi Arabia","CO2 emissions multipliers",2004,"91180.67"
"Saudi Arabia","CO2 emissions multipliers",2005,"81910.55"
"Saudi Arabia","CO2 emissions multipliers",2006,"75319.00"
"Saudi Arabia","CO2 emissions multipliers",2007,"73066.02"
"Saudi Arabia","CO2 emissions multipliers",2008,"73164.00"
"Saudi Arabia","CO2 emissions multipliers",2009,"79128.52"
"Saudi Arabia","CO2 emissions multipliers",2010,"76992.58"
"Saudi Arabia","CO2 emissions multipliers",2011,"69520.19"
"Saudi Arabia","CO2 emissions multipliers",2012,"66055.27"
"Saudi Arabia","CO2 emissions multipliers",2013,"57694.54"
"Saudi Arabia","CO2 emissions multipliers",2014,"60849.99"
"Saudi Arabia","CO2 emissions multipliers",2015,"65206.91"
"Saudi Arabia","CO2 emissions multipliers",2016,"63847.06"
"Saudi Arabia","CO2 emissions multipliers",2017,"58932.49"
"Saudi Arabia","CO2 emissions multipliers",2018,"51589.17"
"Singapore","CO2 emissions",1995,"72.60"
"Singapore","CO2 emissions",1996,"71.35"
"Singapore","CO2 emissions",1997,"80.75"
"Singapore","CO2 emissions",1998,"75.35"
"Singapore","CO2 emissions",1999,"75.76"
"Singapore","CO2 emissions",2000,"87.99"
"Singapore","CO2 emissions",2001,"93.60"
"Singapore","CO2 emissions",2002,"95.07"
"Singapore","CO2 emissions",2003,"82.75"
"Singapore","CO2 emissions",2004,"90.21"
"Singapore","CO2 emissions",2005,"90.07"
"Singapore","CO2 emissions",2006,"103.02"
"Singapore","CO2 emissions",2007,"116.25"
"Singapore","CO2 emissions",2008,"115.67"
"Singapore","CO2 emissions",2009,"140.78"
"Singapore","CO2 emissions",2010,"153.17"
"Singapore","CO2 emissions",2011,"160.85"
"Singapore","CO2 emissions",2012,"156.26"
"Singapore","CO2 emissions",2013,"161.77"
"Singapore","CO2 emissions",2014,"170.22"
"Singapore","CO2 emissions",2015,"144.51"
"Singapore","CO2 emissions",2016,"142.71"
"Singapore","CO2 emissions",2017,"149.70"
"Singapore","CO2 emissions",2018,"152.36"
"Singapore","CO2 emissions intensities",1995,"13052.76"
"Singapore","CO2 emissions intensities",1996,"11746.45"
"Singapore","CO2 emissions intensities",1997,"11915.12"
"Singapore","CO2 emissions intensities",1998,"13327.38"
"Singapore","CO2 emissions intensities",1999,"13917.51"
"Singapore","CO2 emissions intensities",2000,"14437.40"
"Singapore","CO2 emissions intensities",2001,"15320.00"
"Singapore","CO2 emissions intensities",2002,"14759.63"
"Singapore","CO2 emissions intensities",2003,"12915.47"
"Singapore","CO2 emissions intensities",2004,"11652.42"
"Singapore","CO2 emissions intensities",2005,"10202.61"
"Singapore","CO2 emissions intensities",2006,"9556.71"
"Singapore","CO2 emissions intensities",2007,"8806.75"
"Singapore","CO2 emissions intensities",2008,"8192.94"
"Singapore","CO2 emissions intensities",2009,"9151.11"
"Singapore","CO2 emissions intensities",2010,"8229.68"
"Singapore","CO2 emissions intensities",2011,"8077.39"
"Singapore","CO2 emissions intensities",2012,"7428.53"
"Singapore","CO2 emissions intensities",2013,"7417.29"
"Singapore","CO2 emissions intensities",2014,"7311.09"
"Singapore","CO2 emissions intensities",2015,"7210.03"
"Singapore","CO2 emissions intensities",2016,"7733.00"
"Singapore","CO2 emissions intensities",2017,"7685.94"
"Singapore","CO2 emissions intensities",2018,"6842.84"
"Singapore","CO2 emissions multipliers",1995,"29248.96"
"Singapore","CO2 emissions multipliers",1996,"27066.15"
"Singapore","CO2 emissions multipliers",1997,"28931.62"
"Singapore","CO2 emissions multipliers",1998,"32794.55"
"Singapore","CO2 emissions multipliers",1999,"32825.36"
"Singapore","CO2 emissions multipliers",2000,"33125.17"
"Singapore","CO2 emissions multipliers",2001,"36320.77"
"Singapore","CO2 emissions multipliers",2002,"35026.69"
"Singapore","CO2 emissions multipliers",2003,"29331.74"
"Singapore","CO2 emissions multipliers",2004,"24844.05"
"Singapore","CO2 emissions multipliers",2005,"19928.75"
"Singapore","CO2 emissions multipliers",2006,"18693.65"
"Singapore","CO2 emissions multipliers",2007,"17310.39"
"Singapore","CO2 emissions multipliers",2008,"14315.54"
"Singapore","CO2 emissions multipliers",2009,"17178.73"
"Singapore","CO2 emissions multipliers",2010,"14675.75"
"Singapore","CO2 emissions multipliers",2011,"13495.59"
"Singapore","CO2 emissions multipliers",2012,"12335.36"
"Singapore","CO2 emissions multipliers",2013,"12895.61"
"Singapore","CO2 emissions multipliers",2014,"13168.46"
"Singapore","CO2 emissions multipliers",2015,"12316.01"
"Singapore","CO2 emissions multipliers",2016,"12816.94"
"Singapore","CO2 emissions multipliers",2017,"12304.68"
"Singapore","CO2 emissions multipliers",2018,"10951.15"
"Slovak","CO2 emissions",1995,"36.49"
"Slovak","CO2 emissions",1996,"35.93"
"Slovak","CO2 emissions",1997,"35.78"
"Slovak","CO2 emissions",1998,"34.04"
"Slovak","CO2 emissions",1999,"32.81"
"Slovak","CO2 emissions",2000,"31.14"
"Slovak","CO2 emissions",2001,"30.95"
"Slovak","CO2 emissions",2002,"30.04"
"Slovak","CO2 emissions",2003,"30.98"
"Slovak","CO2 emissions",2004,"30.09"
"Slovak","CO2 emissions",2005,"31.51"
"Slovak","CO2 emissions",2006,"30.99"
"Slovak","CO2 emissions",2007,"30.24"
"Slovak","CO2 emissions",2008,"29.87"
"Slovak","CO2 emissions",2009,"26.75"
"Slovak","CO2 emissions",2010,"28.41"
"Slovak","CO2 emissions",2011,"27.25"
"Slovak","CO2 emissions",2012,"25.83"
"Slovak","CO2 emissions",2013,"26.60"
"Slovak","CO2 emissions",2014,"24.32"
"Slovak","CO2 emissions",2015,"24.41"
"Slovak","CO2 emissions",2016,"24.03"
"Slovak","CO2 emissions",2017,"24.99"
"Slovak","CO2 emissions",2018,"24.51"
"Slovak","CO2 emissions intensities",1995,"26063.13"
"Slovak","CO2 emissions intensities",1996,"25295.37"
"Slovak","CO2 emissions intensities",1997,"25698.31"
"Slovak","CO2 emissions intensities",1998,"24716.20"
"Slovak","CO2 emissions intensities",1999,"26111.42"
"Slovak","CO2 emissions intensities",2000,"25220.98"
"Slovak","CO2 emissions intensities",2001,"24404.53"
"Slovak","CO2 emissions intensities",2002,"22154.94"
"Slovak","CO2 emissions intensities",2003,"17743.41"
"Slovak","CO2 emissions intensities",2004,"15046.34"
"Slovak","CO2 emissions intensities",2005,"14636.43"
"Slovak","CO2 emissions intensities",2006,"14400.38"
"Slovak","CO2 emissions intensities",2007,"10043.32"
"Slovak","CO2 emissions intensities",2008,"8004.17"
"Slovak","CO2 emissions intensities",2009,"8489.57"
"Slovak","CO2 emissions intensities",2010,"8509.01"
"Slovak","CO2 emissions intensities",2011,"6902.92"
"Slovak","CO2 emissions intensities",2012,"7359.32"
"Slovak","CO2 emissions intensities",2013,"7607.30"
"Slovak","CO2 emissions intensities",2014,"7164.21"
"Slovak","CO2 emissions intensities",2015,"8494.23"
"Slovak","CO2 emissions intensities",2016,"8841.30"
"Slovak","CO2 emissions intensities",2017,"8008.04"
"Slovak","CO2 emissions intensities",2018,"8161.55"
"Slovak","CO2 emissions multipliers",1995,"63565.33"
"Slovak","CO2 emissions multipliers",1996,"57629.77"
"Slovak","CO2 emissions multipliers",1997,"57915.60"
"Slovak","CO2 emissions multipliers",1998,"58977.58"
"Slovak","CO2 emissions multipliers",1999,"61119.81"
"Slovak","CO2 emissions multipliers",2000,"57458.84"
"Slovak","CO2 emissions multipliers",2001,"52143.98"
"Slovak","CO2 emissions multipliers",2002,"44599.09"
"Slovak","CO2 emissions multipliers",2003,"35315.07"
"Slovak","CO2 emissions multipliers",2004,"26304.30"
"Slovak","CO2 emissions multipliers",2005,"24279.77"
"Slovak","CO2 emissions multipliers",2006,"21588.75"
"Slovak","CO2 emissions multipliers",2007,"15238.74"
"Slovak","CO2 emissions multipliers",2008,"12270.97"
"Slovak","CO2 emissions multipliers",2009,"12989.59"
"Slovak","CO2 emissions multipliers",2010,"12892.62"
"Slovak","CO2 emissions multipliers",2011,"10564.21"
"Slovak","CO2 emissions multipliers",2012,"10973.43"
"Slovak","CO2 emissions multipliers",2013,"10931.93"
"Slovak","CO2 emissions multipliers",2014,"10121.03"
"Slovak","CO2 emissions multipliers",2015,"12330.76"
"Slovak","CO2 emissions multipliers",2016,"12523.77"
"Slovak","CO2 emissions multipliers",2017,"11296.02"
"Slovak","CO2 emissions multipliers",2018,"11066.58"
"Slovenia","CO2 emissions",1995,"9.91"
"Slovenia","CO2 emissions",1996,"10.83"
"Slovenia","CO2 emissions",1997,"11.20"
"Slovenia","CO2 emissions",1998,"11.48"
"Slovenia","CO2 emissions",1999,"10.70"
"Slovenia","CO2 emissions",2000,"10.72"
"Slovenia","CO2 emissions",2001,"11.47"
"Slovenia","CO2 emissions",2002,"11.41"
"Slovenia","CO2 emissions",2003,"11.09"
"Slovenia","CO2 emissions",2004,"11.43"
"Slovenia","CO2 emissions",2005,"11.71"
"Slovenia","CO2 emissions",2006,"12.07"
"Slovenia","CO2 emissions",2007,"12.10"
"Slovenia","CO2 emissions",2008,"12.42"
"Slovenia","CO2 emissions",2009,"10.81"
"Slovenia","CO2 emissions",2010,"10.87"
"Slovenia","CO2 emissions",2011,"10.95"
"Slovenia","CO2 emissions",2012,"10.36"
"Slovenia","CO2 emissions",2013,"10.14"
"Slovenia","CO2 emissions",2014,"8.71"
"Slovenia","CO2 emissions",2015,"8.85"
"Slovenia","CO2 emissions",2016,"9.42"
"Slovenia","CO2 emissions",2017,"9.64"
"Slovenia","CO2 emissions",2018,"9.67"
"Slovenia","CO2 emissions intensities",1995,"14276.39"
"Slovenia","CO2 emissions intensities",1996,"15186.52"
"Slovenia","CO2 emissions intensities",1997,"19609.52"
"Slovenia","CO2 emissions intensities",1998,"18822.28"
"Slovenia","CO2 emissions intensities",1999,"17139.84"
"Slovenia","CO2 emissions intensities",2000,"18339.08"
"Slovenia","CO2 emissions intensities",2001,"17950.11"
"Slovenia","CO2 emissions intensities",2002,"13577.53"
"Slovenia","CO2 emissions intensities",2003,"12843.58"
"Slovenia","CO2 emissions intensities",2004,"17533.92"
"Slovenia","CO2 emissions intensities",2005,"16533.30"
"Slovenia","CO2 emissions intensities",2006,"14271.75"
"Slovenia","CO2 emissions intensities",2007,"16415.88"
"Slovenia","CO2 emissions intensities",2008,"9724.03"
"Slovenia","CO2 emissions intensities",2009,"11619.21"
"Slovenia","CO2 emissions intensities",2010,"17648.02"
"Slovenia","CO2 emissions intensities",2011,"17034.46"
"Slovenia","CO2 emissions intensities",2012,"34119.55"
"Slovenia","CO2 emissions intensities",2013,"25212.03"
"Slovenia","CO2 emissions intensities",2014,"15931.23"
"Slovenia","CO2 emissions intensities",2015,"14879.31"
"Slovenia","CO2 emissions intensities",2016,"226187.25"
"Slovenia","CO2 emissions intensities",2017,"91443.71"
"Slovenia","CO2 emissions intensities",2018,"19195.30"
"Slovenia","CO2 emissions multipliers",1995,"25884.06"
"Slovenia","CO2 emissions multipliers",1996,"26916.74"
"Slovenia","CO2 emissions multipliers",1997,"31426.18"
"Slovenia","CO2 emissions multipliers",1998,"30142.40"
"Slovenia","CO2 emissions multipliers",1999,"26947.25"
"Slovenia","CO2 emissions multipliers",2000,"28765.32"
"Slovenia","CO2 emissions multipliers",2001,"28414.40"
"Slovenia","CO2 emissions multipliers",2002,"22692.58"
"Slovenia","CO2 emissions multipliers",2003,"19713.10"
"Slovenia","CO2 emissions multipliers",2004,"23968.33"
"Slovenia","CO2 emissions multipliers",2005,"22487.00"
"Slovenia","CO2 emissions multipliers",2006,"19392.08"
"Slovenia","CO2 emissions multipliers",2007,"20943.05"
"Slovenia","CO2 emissions multipliers",2008,"13628.96"
"Slovenia","CO2 emissions multipliers",2009,"15845.81"
"Slovenia","CO2 emissions multipliers",2010,"21696.69"
"Slovenia","CO2 emissions multipliers",2011,"20481.14"
"Slovenia","CO2 emissions multipliers",2012,"37537.40"
"Slovenia","CO2 emissions multipliers",2013,"28491.28"
"Slovenia","CO2 emissions multipliers",2014,"18632.93"
"Slovenia","CO2 emissions multipliers",2015,"17970.59"
"Slovenia","CO2 emissions multipliers",2016,"229373.23"
"Slovenia","CO2 emissions multipliers",2017,"94325.91"
"Slovenia","CO2 emissions multipliers",2018,"21886.37"
"Spain","CO2 emissions",1995,"181.84"
"Spain","CO2 emissions",1996,"169.99"
"Spain","CO2 emissions",1997,"189.47"
"Spain","CO2 emissions",1998,"192.09"
"Spain","CO2 emissions",1999,"210.23"
"Spain","CO2 emissions",2000,"227.35"
"Spain","CO2 emissions",2001,"226.50"
"Spain","CO2 emissions",2002,"242.55"
"Spain","CO2 emissions",2003,"245.92"
"Spain","CO2 emissions",2004,"261.64"
"Spain","CO2 emissions",2005,"277.95"
"Spain","CO2 emissions",2006,"268.88"
"Spain","CO2 emissions",2007,"278.46"
"Spain","CO2 emissions",2008,"252.23"
"Spain","CO2 emissions",2009,"215.72"
"Spain","CO2 emissions",2010,"199.82"
"Spain","CO2 emissions",2011,"209.31"
"Spain","CO2 emissions",2012,"211.04"
"Spain","CO2 emissions",2013,"182.75"
"Spain","CO2 emissions",2014,"180.34"
"Spain","CO2 emissions",2015,"190.94"
"Spain","CO2 emissions",2016,"184.50"
"Spain","CO2 emissions",2017,"203.62"
"Spain","CO2 emissions",2018,"197.31"
"Spain","CO2 emissions intensities",1995,"14227.91"
"Spain","CO2 emissions intensities",1996,"14004.16"
"Spain","CO2 emissions intensities",1997,"16161.75"
"Spain","CO2 emissions intensities",1998,"16598.62"
"Spain","CO2 emissions intensities",1999,"16587.57"
"Spain","CO2 emissions intensities",2000,"18328.82"
"Spain","CO2 emissions intensities",2001,"17911.20"
"Spain","CO2 emissions intensities",2002,"16866.00"
"Spain","CO2 emissions intensities",2003,"14223.27"
"Spain","CO2 emissions intensities",2004,"12786.85"
"Spain","CO2 emissions intensities",2005,"12259.59"
"Spain","CO2 emissions intensities",2006,"15547.32"
"Spain","CO2 emissions intensities",2007,"12498.32"
"Spain","CO2 emissions intensities",2008,"10491.24"
"Spain","CO2 emissions intensities",2009,"11338.71"
"Spain","CO2 emissions intensities",2010,"12228.68"
"Spain","CO2 emissions intensities",2011,"10818.79"
"Spain","CO2 emissions intensities",2012,"13628.84"
"Spain","CO2 emissions intensities",2013,"13702.82"
"Spain","CO2 emissions intensities",2014,"13669.81"
"Spain","CO2 emissions intensities",2015,"23038.25"
"Spain","CO2 emissions intensities",2016,"21438.90"
"Spain","CO2 emissions intensities",2017,"16296.35"
"Spain","CO2 emissions intensities",2018,"14396.85"
"Spain","CO2 emissions multipliers",1995,"22221.74"
"Spain","CO2 emissions multipliers",1996,"21038.13"
"Spain","CO2 emissions multipliers",1997,"24692.99"
"Spain","CO2 emissions multipliers",1998,"24988.10"
"Spain","CO2 emissions multipliers",1999,"25743.24"
"Spain","CO2 emissions multipliers",2000,"29265.26"
